"","Category","RGS","AC","PValue"
"79","Proteolysis general: aspartate: unassigned",1,11,0.412756635899065
"100","Signaling: calcium: EF hand",1,11,0.412756635899065
"188","Transmembrane transport: unassigned",3,51,0.417377655762797
"28","Lysosome: acid phosphatase",2,31,0.422401899210931
"74","Nucleic acid: binding: zinc finger",7,136,0.427376102588703
"106","Signaling: heteromeric G protein: receptor",3,54,0.45201314529164
"77","Protein modification: methyltransferase",4,76,0.459412480025643
"50","Metabolism: mitochondria: transporter",1,13,0.46260180161246
"109","Signaling: lipid: phospholipase B",1,13,0.46260180161246
"115","Signaling: SH domain",1,13,0.46260180161246
"145","Trafficking: ER/Golgi: COP I",1,13,0.46260180161246
"116","Signaling: small GTPase: Rab",2,34,0.466794628646065
"3","Chaperone: unassigned",1,14,0.485913558230605
"99","Signaling: calcium: calmodulin",1,14,0.485913558230605
"150","Transcription factor: forkhead",1,14,0.485913558230605
"142","Stress response: thioredoxin",1,15,0.508213396572253
"157","Transcription: chromatin modification: demethylase",1,15,0.508213396572253
"36","Metabolism: glycolysis",2,37,0.509085026503864
"97","Ribosome: EIF",3,60,0.51846754925252
"32","Metabolism: carbohydrate",4,83,0.52484332364146
"12","Cytoskeleton: motor protein: kinesin",1,16,0.529545271538932
"66","Non-coding RNA: asRNA",1,16,0.529545271538932
"18","DNA: nuclease",1,17,0.549951227473399
"76","Protein modification: lipidation",1,17,0.549951227473399
"119","Signaling: TGF beta",1,17,0.549951227473399
"52","Metabolism: nucleotide",5,111,0.569165560097399
"65","Neuronal function: unassigned",2,42,0.574482375322373
"49","Metabolism: mitochondria: translocase",1,19,0.58814450180993
"62","Neuronal function: synaptic function: neurotransmitter metabolism",1,19,0.58814450180993
"82","Proteolysis general: cysteine: cathepsin",1,19,0.58814450180993
"40","Metabolism: lipid: fatty acid",3,68,0.599740515866136
"35","Metabolism: glutathione",1,20,0.606007086082542
"120","Signaling: unassigned",3,70,0.618588615247716
"153","Transcription factor: T box",1,21,0.623094431804003
"51","Metabolism: mitochondria: unassigned",3,72,0.636822030402514
"107","Signaling: heteromeric G protein: unassigned",1,22,0.639440207016767
"54","Metabolism: unassigned",8,192,0.641301483662666
"183","Transmembrane transport: potassium channel",5,121,0.642177833045864
"5","Cytoskeleton: actin function: binding",1,23,0.655076616604053
"57","mRNA functions: processing: polyadenylation",1,23,0.655076616604053
"194","Unassigned: meprin-associated Traf homology domain",1,24,0.670034465919028
"72","Non-coding RNA: small RNA: unassigned",1,25,0.684343221645056
"38","Metabolism: lipid: beta oxidation",3,78,0.687787404958951
"2","Cell cycle: unassigned",1,26,0.698031070007596
"91","Proteolysis proteasome: 19S",1,26,0.698031070007596
"189","Unassigned",179,4113,0.704472922253082
"41","Metabolism: lipid: glycerolipid ",1,27,0.711124972453064
"64","Neuronal function: synaptic function: unassigned",1,28,0.723650718904964
"197","Unassigned: TransThyretin-Related family domain",1,29,0.735632978702763
"160","Transcription: general machinery: RNA Pol II: elongation",1,30,0.747095349324426
"46","Metabolism: lipid: sterol",2,59,0.748147023509544
"175","Transmembrane transport: extracellular ligand gated channel",2,59,0.748147023509544
"154","Transcription factor: unassigned",1,33,0.778583987541151
"148","Transcription factor: bHLH",1,36,0.806149633079351
"93","Proteolysis proteasome: E3: RING finger",2,68,0.812650158356816
"63","Neuronal function: synaptic function: neurotransmitter receptor",1,37,0.814552766184221
"173","Transmembrane transport: amino acid",1,37,0.814552766184221
"37","Metabolism: insulin",1,39,0.830281329404688
"117","Signaling: small GTPase: Ras",1,39,0.830281329404688
"165","Transmembrane protein: seven transmembrane receptor: sru",1,39,0.830281329404688
"163","Transmembrane protein: seven transmembrane receptor: srj",1,40,0.837637716551303
"13","Cytoskeleton: unassigned",2,77,0.861950678269865
"45","Metabolism: lipid: sphingolipid",1,44,0.864008032649714
"58","mRNA functions: processing: snRNP",1,44,0.864008032649714
"118","Signaling: small GTPase: Rho/Rac",1,46,0.87553968309393
"98","Ribosome: subunit",2,92,0.918399144612289
"75","Protein modification: carbohydrate",3,129,0.928701062910137
"162","Transmembrane protein: seven transmembrane receptor: sri ",1,59,0.930023218951673
"167","Transmembrane protein: seven transmembrane receptor: srz",1,62,0.938728535937178
"19","DNA: replication",1,69,0.955057639140361
"166","Transmembrane protein: seven transmembrane receptor: srw",2,109,0.955912525899918
"15","Development: general",1,81,0.973577305635589
"158","Transcription: chromatin structure: histone",1,85,0.97786378857155
"151","Transcription factor: homeodomain",1,97,0.986982151887963
"168","Transmembrane protein: seven transmembrane receptor: str",3,194,0.991923862866504
"67","Non-coding RNA: linc",2,174,0.996290537065118
"169","Transmembrane protein: seven transmembrane receptor: unassigned",1,155,0.998996871780746
"161","Transmembrane protein: seven transmembrane receptor: srh",1,219,0.999940387389203
"68","Non-coding RNA: miRNA",1,257,0.999988817515933
"96","Pseudogene",55,2081,0.999989140696253
"69","Non-coding RNA: ncRNA",7,7850,1
