"","Category","RGS","AC","PValue"
"123","Transmembrane transport: unassigned",3,51,0.417377655762797
"26","Lysosome: acid phosphatase",2,31,0.422401899210931
"53","Protein modification: methyltransferase",4,76,0.459412480025643
"76","Signaling: SH domain",1,13,0.46260180161246
"67","Signaling: calcium",2,35,0.481134895376401
"3","Chaperone: unassigned",1,14,0.485913558230605
"95","Transcription factor: forkhead",1,14,0.485913558230605
"89","Stress response: thioredoxin",1,15,0.508213396572253
"33","Metabolism: glycolysis",2,37,0.509085026503864
"28","Metabolism: amino acid",4,82,0.515722796564712
"65","Ribosome: EIF",3,60,0.51846754925252
"29","Metabolism: carbohydrate",4,83,0.52484332364146
"45","Non-coding RNA: asRNA",1,16,0.529545271538932
"16","DNA: nuclease",1,17,0.549951227473399
"52","Protein modification: lipidation",1,17,0.549951227473399
"78","Signaling: TGF beta",1,17,0.549951227473399
"37","Metabolism: nucleotide",5,111,0.569165560097399
"44","Neuronal function: unassigned",2,42,0.574482375322373
"92","Trafficking: vesicle targeting/fusion",3,67,0.590088954999184
"32","Metabolism: glutathione",1,20,0.606007086082542
"79","Signaling: unassigned",3,70,0.618588615247716
"98","Transcription factor: T box",1,21,0.623094431804003
"39","Metabolism: unassigned",8,192,0.641301483662666
"118","Transmembrane transport: potassium channel",5,121,0.642177833045864
"72","Signaling: lipid",4,102,0.679689563510334
"2","Cell cycle: unassigned",1,26,0.698031070007596
"62","Proteolysis proteasome: 19S",1,26,0.698031070007596
"27","Metabolism: 1CC",1,29,0.735632978702763
"110","Transmembrane transport: extracellular ligand gated channel",2,59,0.748147023509544
"101","Transcription: chromatin modification",4,117,0.774245751082418
"99","Transcription factor: unassigned",1,33,0.778583987541151
"93","Transcription factor: bHLH",1,36,0.806149633079351
"108","Transmembrane transport: amino acid",1,37,0.814552766184221
"34","Metabolism: insulin",1,39,0.830281329404688
"10","Cytoskeleton: motor protein",1,41,0.844675029865692
"5","Cytoskeleton: actin function",1,42,0.851407118055351
"102","Transcription: chromatin structure",3,105,0.851917211016539
"11","Cytoskeleton: unassigned",2,77,0.861950678269865
"91","Trafficking: ER/Golgi",2,87,0.902567680458876
"66","Ribosome: subunit",2,92,0.918399144612289
"51","Protein modification: carbohydrate",3,129,0.928701062910137
"1","Cell cycle: chromosome dynamics",1,65,0.946350220961443
"17","DNA: replication",1,69,0.955057639140361
"77","Signaling: small GTPase",4,183,0.96337206661253
"13","Development: general",1,81,0.973577305635589
"96","Transcription factor: homeodomain",1,97,0.986982151887963
"40","mRNA functions: processing",6,296,0.990881134088445
"46","Non-coding RNA: linc",2,174,0.996290537065118
"103","Transcription: general machinery: RNA Pol II",1,133,0.997349289463167
"36","Metabolism: mitochondria",6,366,0.998905113825824
"47","Non-coding RNA: miRNA",1,257,0.999988817515933
"64","Pseudogene",55,2081,0.999989140696253
"104","Transmembrane protein: seven transmembrane receptor",13,1473,0.999999999999999
"48","Non-coding RNA: ncRNA",7,7850,1
