"ID","T_EV_2","T_EV_3","T_EV_4","T_L6_2","T_L6_3","T_L6_4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000621",0,0,1.16287244035185,287.574839901167,183.974710974912,296.981997857797,128.282403529038,9.39200689341422,1.23312947887451,169.633128523231,8.89806086841953e-39,1.63318963872691e-35,671.855372569587,34.7869633839891
"WBGene00000623",15.61158600354,10.1641862833237,3.48861732105554,299.077833497213,62.865730383387,60.9873745600834,75.3658880081005,3.83745816320261,0.749873949855977,22.4366091288158,2.17194441044566e-06,6.55911329362921e-05,14.295192705995,4.18315486759269
"WBGene00000625",985.366575399906,597.428282653135,500.035149351295,11845.4288669444,3292.13038081237,3262.38260146765,3413.79530943812,3.14276408387486,0.535070820147265,29.318502634773,6.14065501255653e-08,2.99225605169384e-06,8.83214638603287,5.5240012460082
"WBGene00000628",0,0,0,15.9272219022185,9.24496035049808,7.95487494261957,5.52117619922269,5.81794640530282,1.51683100336612,15.3699682457413,8.83819000256015e-05,0.00139444184004098,56.41263439343,2.8555995947547
"WBGene00000631",50.5080723643941,6.77612418888244,11.6287244035185,376.059406024602,91.525107469931,48.6131246493418,97.5184265167784,2.89457655930553,0.840554658427203,10.4830913151176,0.00120472011666632,0.00999999726680693,7.43625662925294,2.00000011870108
"WBGene00000634",147.850902739408,50.8209314166183,47.6777700544258,745.04004675933,245.915945323249,184.729873667499,237.005911660088,2.25098592650735,0.619099929085534,12.1538664717707,0.00048986206023681,0.00514760265461314,4.76008035040807,2.28839498382844
"WBGene00000665",284.681862417494,159.238918438737,141.870437722925,3775.63643648701,854.234336386023,690.306370020654,984.328060245474,3.1820942497247,0.616942091177382,22.5922880579699,2.00286961397691e-06,6.12692650986753e-05,9.07623680096715,4.21275732883247
"WBGene00000672",1908.28680678565,1054.8166654027,941.926676684997,16250.190568569,4800.90791001365,4442.35571795622,4899.74739090204,2.70653347824097,0.533958569292019,22.6416050702005,1.95211280240085e-06,5.99385713436053e-05,6.52751323740928,4.22229361282486
"WBGene00000678",1994.60969409934,826.687151043658,693.071974449701,10352.694236442,3544.51779838096,3298.62147620625,3451.70038843699,2.2904225893659,0.549059079424067,15.8430741988848,6.88179458095116e-05,0.00113340343651777,4.8919938472614,2.94561547489689
"WBGene00000681",1583.19848647664,796.194592193687,760.518575990109,8082.18026971463,2188.2821149629,1946.29273596092,2559.44446254981,1.95984236968803,0.566152613444038,11.1677542601147,0.000832313143781292,0.00767637739785208,3.89019471983794,2.11484368195955
"WBGene00000683",1009.24311869944,676.483064856764,508.175256433758,12518.7964151437,3632.3449217107,2977.77485352059,3553.80293839416,3.12391513592487,0.546277992121733,27.8331797093403,1.32238721224782e-07,5.79430089101374e-06,8.71750409031466,5.23699895616126
"WBGene00000685",327.84330607434,181.825999068346,116.287244035185,1952.85437434423,615.714359343172,535.628246136384,621.692254833609,2.30876556903454,0.563141390547218,15.325868697067,9.04691351515338e-05,0.00142194066942739,4.95458962887183,2.84711852419546
"WBGene00000687",368.249763965855,147.945378123933,126.753095998351,7722.04808559225,2436.04705235624,2797.46435482122,2266.41795514297,4.33104965883047,0.549717529607901,47.4961103167776,5.51131935141999e-12,6.06943229107379e-10,20.1268523213882,9.21685192908691
"WBGene00000689",154.279202858513,48.5622233536575,47.6777700544258,763.621805645252,225.577032552153,214.781623450728,242.416609652455,2.26102200108116,0.625466732505439,12.0029651946915,0.000531159725854855,0.00547021665299024,4.79330918270484,2.26199547269128
"WBGene00000691",3537.40172268447,1607.07078679662,1530.34013150303,15452.0597821356,4469.93832946582,5174.20421267722,5295.16916087713,1.91053482390306,0.535345664944267,11.9052213077211,0.000559768176765412,0.00569735706222295,3.75948442334876,2.24432656178015
"WBGene00000699",2358.26781512298,1380.07062646906,1507.08268269599,13916.852559894,3686.89018777863,3107.70447758338,4326.14472492401,1.9812078720357,0.555454508577953,11.8366925779858,0.000580748859257418,0.00582830522847709,3.94823502761959,2.2344577122946
"WBGene00000702",42.2431150684023,13.5522483777649,6.97723464211109,391.986627926821,99.8455717853793,70.7099994899517,104.219132881738,3.15161361693138,0.763176699735836,14.8659950136225,0.000115425094388411,0.0016978692201266,8.88648952790936,2.77009576471911
"WBGene00000704",866.902187490691,408.826159395907,339.55875258274,3990.65393216696,1311.85987373568,1277.19936578725,1365.83337852654,2.02564232114787,0.534835975289415,13.3186338851289,0.000262781560429886,0.00319752854305348,4.07173119366856,2.49518557005954
"WBGene00000711",1773.29250428445,1164.3640064563,936.112314483237,9940.35615830679,2605.22982677036,2344.0364830919,3127.23188223217,1.94235917024685,0.55536388538802,11.4118295811635,0.00072977927517204,0.0069723677539427,3.84333616540409,2.15661971431937
"WBGene00000717",2182.86705473027,1642.08076177251,1484.98810632931,21456.622439272,6286.5730383387,6636.13345213197,6614.87747542912,2.69469426373012,0.489931611870977,26.6817726158166,2.39873692383644e-07,9.80810278337975e-06,6.47416558030977,5.00841499164084
"WBGene00000739",1889.92023501678,1371.03579421721,1250.08787337824,12034.7858384485,3471.48261161203,4302.70346896356,4053.33597027272,2.13451361187509,0.478006415868339,18.3601764307629,1.8283978565518e-05,0.000384318298918389,4.39089066703519,3.41530893656068
"WBGene00000740",2682.43780684355,1130.48338551189,1230.31904189225,14603.4927930119,4033.57620092231,4061.4055957041,4623.61913731433,2.17000897284824,0.561097731707913,13.7345147675982,0.000210549468389866,0.00269408727213958,4.50026192806732,2.56958833986963
"WBGene00000742",440.797722452894,231.517576453483,198.851187300166,2666.92482296036,581.508006046329,549.770246034375,778.228260207934,2.12360205491518,0.614892038458865,11.0055800002147,0.000908380031565605,0.00819079134357655,4.35780624968984,2.08667413736704
"WBGene00000748",1790.74074746488,862.826480051031,622.136755588239,8627.245197035,2359.31388144711,2131.90648462204,2732.36159103472,2.00146847655497,0.589478444693442,10.7130391731323,0.00106383139947449,0.00921039354712737,4.00407355435864,2.03572181261594
"WBGene00000755",114.791073555441,65.5025338258636,41.8634078526665,1375.05015755819,454.852049244506,426.911621920584,413.161807326209,3.34086888533395,0.547329843589336,31.543468695759,1.95025233818956e-08,1.07346799933484e-06,10.1321531600183,5.96921089758958
"WBGene00000756",3.67331435377411,0,2.3257448807037,485.780268017663,304.159195531387,481.711871525296,212.941732384804,7.65858495164609,0.689512091919502,185.156520016891,3.62767518810879e-42,9.98759440539486e-39,202.052298288953,38.0005391025918
"WBGene00000783",146.932574150965,101.641862833237,100.007029870259,345.0898078814,440.984608718758,570.98324588136,284.273188222663,1.95776994564665,0.324585063565312,34.4040344872864,4.47794096290686e-09,2.86709716148289e-07,3.88461048685731,6.54255758923668
"WBGene00000789",988.121561165236,771.348803501118,722.143785458498,3262.42595297108,2338.05047264096,2630.4119810262,1785.41709279385,1.72925502235069,0.260067859284495,41.9078855915595,9.56760115874855e-11,8.82945271180823e-09,3.31556565214105,8.05406621506432
"WBGene00000841",138.667616854973,86.9602604239914,68.609473980759,215.017495679949,242.21796118305,281.956122966183,172.238155181484,1.32382695395667,0.351668404109416,13.83211809004,0.000199889922594982,0.00260437816437309,2.50329263841702,2.58429595452159
"WBGene00000902",73.4662870754823,35.0099749758926,24.4203212473888,479.586348389022,157.164325958467,82.2003744070689,141.97460534222,2.43049149002289,0.658035162497345,12.443393509247,0.000419472932997545,0.00458892276833539,5.39077049500024,2.3382892514289
"WBGene00000905",44.9981008337329,28.2338507870102,26.7460661280925,256.605241757964,108.166036100828,116.67149915842,96.9034657943413,2.26122199844334,0.472305563954485,21.5471000177128,3.45244346638577e-06,9.79912605175713e-05,4.79397371374996,4.00881265571814
"WBGene00000928",479.367523167522,272.174321586778,183.733845575592,3390.72857385006,913.40208262921,658.486870250176,982.982202843223,2.40692593099527,0.608606346773763,14.1349529502512,0.000170152606616123,0.00231801705928383,5.30343075224211,2.63488337220091
"WBGene00000932",18.3665717688706,3.38806209444122,4.65148976140739,130.072312201451,45.3003057174406,51.264749630215,42.1739151956376,3.07073856397721,0.719358977473312,16.7552790981095,4.25237864326895e-05,0.000774476767454904,8.40203365100421,3.11099160555806
"WBGene00000973",295.701805478816,452.870966623643,357.001839188017,887.500198218062,1086.28284118352,1216.21199122717,715.928273653205,1.5296951165977,0.277602237683733,29.1551861277648,6.68066792156187e-08,3.18953622532603e-06,2.88724816709619,5.49627246096301
"WBGene00001064",250.703704645083,111.80604911656,80.2381983842775,1386.55315115424,366.100429879724,278.420622991685,412.303692695262,2.19593929064377,0.637888814638689,10.898482830664,0.00096243056367374,0.00855211967795939,4.58187878002472,2.06792623026026
"WBGene00001065",119.382716497659,99.3831547702758,74.4238361825183,1495.38916748607,310.630667776736,258.975373131948,393.030819307534,2.81534346970954,0.624863686041532,17.8448942892002,2.39661445802661e-05,0.000481040999175474,7.03886818688613,3.31781790708384
"WBGene00001066",2006.54796574911,1269.39393138398,1134.9635017834,12288.7365432228,3450.21920280588,2477.50160712918,3771.22712534572,2.04598237984625,0.565250850168437,12.1365058046679,0.00049444329283778,0.00518255631623558,4.1295437060215,2.28545596994853
"WBGene00001067",1267.29345205207,1118.0604911656,947.741038886756,10835.819967476,2973.17924872018,2084.17723496633,3204.37857221115,2.25341407616547,0.557423898935283,14.9184158552906,0.000112261742584932,0.00166515711630947,4.76809862121213,2.77854478226159
"WBGene00001068",83.5679015483611,93.7363846128738,101.169902310611,1045.88757157901,289.36725897059,297.865872851422,318.599148645478,2.55272714376258,0.519839859293644,21.7054072171302,3.17893966926451e-06,9.13267902549224e-05,5.86742356865223,4.0394018056727
"WBGene00001069",250.703704645083,135.522483777649,101.169902310611,2521.81013451792,606.469398992674,398.627622124603,669.050541061424,2.85402108816351,0.64568813715204,17.0682684940213,3.60598033628447e-05,0.000673075583899245,7.23012749746376,3.17193616337306
"WBGene00001070",190.09401780781,90.3483225184326,116.287244035185,2351.03492189969,649.920712640015,456.963371703813,642.441431767491,3.12233936739825,0.592889119867273,23.7345722631752,1.10578211966342e-06,3.69765482484211e-05,8.70798768594856,4.43207363256653
"WBGene00001071",230.500475699326,93.7363846128738,110.472881833426,1638.73416460603,431.73964836826,346.478997500764,475.277092103447,2.47347527280781,0.608542384886119,14.8923389498642,0.000113824302149677,0.00168331570923054,5.55380018537513,2.77383442358555
"WBGene00001072",278.253562298389,241.681762736807,181.408100694888,2005.06026835706,497.378866856797,415.421247003466,603.200634657901,2.05634542370831,0.571916910392492,11.9919322017193,0.000534313617199454,0.00549926893614815,4.15931348371219,2.25969504106932
"WBGene00001074",1224.13200839522,1311.18003054875,1079.14562464651,15855.5494036585,4364.54578147014,3006.9427283102,4473.58259617155,2.68394720519358,0.55603365897875,20.5693894273314,5.75083442178518e-06,0.000149603202855857,6.42611680876419,3.82505910855889
"WBGene00001077",706.194684513073,677.612418888244,772.147300393627,3365.9528953355,1483.81613625494,1237.42499107416,1373.85807107659,1.49750622106874,0.406366118785931,13.0234421077931,0.000307615876559357,0.00359625383218968,2.82354225363795,2.44414966231456
"WBGene00001091",671.298198152219,779.254281721481,833.779539732275,4053.4779741146,4420.01554357313,3876.6757220366,2439.08354322172,2.43521854477826,0.211635279043867,119.924833635633,6.57037147098413e-28,5.42679831645934e-25,5.4084625639644,24.2654563184014
"WBGene00001113",364.576449612081,367.040060231132,320.95279353711,1648.46746687961,791.368606002636,745.106619625366,706.251999314656,1.59724512814909,0.369627128094623,17.8390057208072,2.40404240148916e-05,0.000481946315900479,3.02565003874749,3.31700133521894
"WBGene00001159",117.546059320772,83.5721983295501,93.0297952281478,808.748934368204,287.51826690049,295.214247870548,280.938250336285,2.24075629134661,0.462971803468916,21.6095064487035,3.34191322475057e-06,9.51811457925081e-05,4.72644770055329,4.02144907146026
"WBGene00001163",147.850902739408,124.228943462845,90.7040503474441,702.567455020081,300.461211391188,307.58849778129,278.900176790376,1.85151409955915,0.424424422717179,17.9916891415534,2.21871515227972e-05,0.000449153867653293,3.6087872637169,3.34760485626737
"WBGene00001169",4519.0949837306,5183.73500449507,5827.15379860311,19423.2471097554,15218.1292329549,14126.0901481051,10716.2417129407,1.6509318651027,0.243692556115187,43.6085536018762,4.01082149543059e-11,4.03992440750109e-09,3.14036415960614,8.3936267610558
"WBGene00001345",382.943021380951,344.452979601524,388.399395077517,1244.97784535674,839.442399825226,852.055493853919,675.37852251598,1.39594857819478,0.266994638875246,26.4371556273675,2.72252799423147e-07,1.09303221221012e-05,2.63161525004164,4.96136703898446
"WBGene00001387",299.37511983259,287.985278027504,319.789921096758,2670.46420560529,1112.16873016492,1152.57299168621,973.72604106888,2.44378714699277,0.393099916489506,34.9236844494029,3.42884443329561e-09,2.24766195212739e-07,5.44068064075256,6.64826900598795
"WBGene00001414",44.0797722452894,57.5970556055008,100.007029870259,653.016097990957,299.536715356138,288.143247921553,240.396653164949,2.62505591468536,0.462352207448102,29.0567160604759,7.02899999216242e-08,3.3334746422616e-06,6.16908239278186,5.47710284420356
"WBGene00001425",353.556506550758,456.259028718084,429.099930489832,689.294770101566,854.234336386023,946.630118171729,621.512448402999,1.00793635333988,0.253276410733308,15.557682093273,8.00258130815784e-05,0.00127971578537715,2.01103243912124,2.89288647296783
"WBGene00001441",548.242167300786,781.512989784442,805.870601163831,1981.16943550373,1421.8749019066,1516.72948905946,1175.89993078648,1.20459882137086,0.278052420059468,18.2711876366462,1.91583059408527e-05,0.000398584453195146,2.30473171428395,3.39947964498133
"WBGene00001476",127.64767379365,108.417987022119,62.7951117789998,620.276808525285,281.046794655142,314.659497730285,252.47397891758,2.02215155239839,0.428682866633876,20.8562072659344,4.95085200599729e-06,0.000132121363953262,4.06189107507833,3.87902695152378
"WBGene00001477",5.50997153066117,5.64677015740204,4.65148976140739,163.696447328356,112.788516276077,187.381498648372,79.9457822837126,4.8710373969733,0.518695591505621,97.2855923906999,6.00154404009103e-23,2.83255731423611e-20,29.2636414147658,19.5478212938195
"WBGene00001478",374.67806408496,153.592148281335,254.669064437055,1635.1947819611,673.03311351626,818.468244096191,651.605902729483,1.9965633328132,0.452364338285504,18.1641568908535,2.02657272771682e-05,0.000417939511724771,3.99048287526454,3.37888656900263
"WBGene00001479",849.453944310264,556.771537519841,607.019413863665,2575.78571985322,1164.86500416276,1202.9538663228,1159.47491433876,1.2956854505863,0.389934840342352,10.6998951787411,0.00107141604828195,0.00925345702949705,2.45493606212509,2.03369598743948
"WBGene00001483",43.1614436568458,16.9403104722061,27.9089385684443,182.278206214278,142.37238939767,128.161874075538,90.1371937308304,2.35138595434112,0.418255469357707,30.0139706054816,4.28944740057435e-08,2.18695622253357e-06,5.10314259296759,5.66015991037909
"WBGene00001500",11.0199430613223,47.4328693221771,19.7688314859814,352.168573171275,78.5821629792337,84.8519993879421,98.9707299013219,2.72646511514218,0.705000125652284,13.4045375186471,0.000251016339954372,0.00308292856483738,6.61832030542664,2.51103653828237
"WBGene00001506",15.61158600354,10.1641862833237,5.81436220175924,96.4481770745451,30.5083691566437,30.9356247768539,31.5803842494443,2.30734847777487,0.67117798511646,11.2990304152472,0.000775475771595483,0.00731169193549417,4.94972535864302,2.13598211507694
"WBGene00001559",415.084521976475,424.637115836633,496.546532030239,1288.33528275723,914.32657866426,702.680619931395,706.935108532705,1.12080723449426,0.303525245411007,13.3284406809565,0.000261410809416361,0.00318689679760064,2.17468619189075,2.49663200020944
"WBGene00001560",882.513773494231,1363.13031599685,1586.15800863992,2643.91883576826,2833.58034742766,2607.43123119197,1986.12208541982,1.07766966940119,0.287141612340379,13.7767416980426,0.000205869186481476,0.00265086756840714,2.11062411514747,2.57661196813512
"WBGene00001577",96.4245017865705,108.417987022119,136.056075521166,414.10776945768,245.915945323249,226.271998367846,204.532379579772,1.38035224089813,0.351203494854402,14.9966135167533,0.000107704283281441,0.00161704683184459,2.60331924614813,2.79127740216091
"WBGene00001603",438.961065276007,264.268843366415,375.607798233647,1495.38916748607,810.783022738682,998.778742795568,730.631439982731,1.61449675733685,0.341683262522759,21.3209739757461,3.88458006488536e-06,0.000108577627904977,3.06204770062311,3.96425965060659
"WBGene00001612",12.8566002382094,25.9751427240494,29.0718110087962,113.260244637998,50.8472819277394,72.4777494772005,50.7481383356655,1.81232477953707,0.501987664695712,12.5855644645825,0.000388737610337771,0.00434182324893146,3.51207774046307,2.3623278601944
"WBGene00001663",27.5498576533058,22.5870806296081,19.7688314859814,138.03592315256,64.7147224534866,86.6197493751909,59.8793607916888,2.04430475929156,0.445006980532648,20.4161454451834,6.23019535798867e-06,0.000160556313757589,4.12474450673917,3.79437261145428
"WBGene00001691",45.9164294221764,23.7164346610886,13.9544692842222,293.768759529807,80.4311550493333,61.8712495537078,86.6097495833892,2.37564547089922,0.672138671277385,11.5170797925234,0.000689596341914549,0.00667728134354422,5.18967959478789,2.175400324624
"WBGene00001713",864.14720172536,587.264096369812,682.606122486535,4450.77367600882,1698.2992163865,1737.69823746556,1670.13142507377,1.88564412626615,0.427886225399382,18.2014792344792,1.98724429377228e-05,0.000412135364351073,3.69517867700802,3.38496011810446
"WBGene00001723",19.2849003573141,12.4228943462845,15.117341724574,143.344997119966,73.0351867689348,51.264749630215,52.4116783245481,2.50829093689915,0.529276692453129,21.3247491131698,3.87693784366169e-06,0.000108547688541436,5.68945687444066,3.96437942015417
"WBGene00001724",172.645774627383,89.2189684869522,51.1663873754813,1086.59047199579,298.612219321088,207.710623501733,317.657407551405,2.34499295118192,0.645424491038697,12.0278657043476,0.000524110556856621,0.00542108778571036,5.08057910705371,2.26591355996882
"WBGene00001753",665.788226621558,536.443164953193,437.240037572295,1367.08654660708,1624.33953358251,1978.99611072502,1101.64893667694,1.59933637362606,0.281064825616075,30.9441153824146,2.65566072822318e-08,1.42895308044035e-06,3.03003902248378,5.84498203099936
"WBGene00001754",187.33903204248,116.323465242482,81.4010708246293,559.222457900115,628.657303833869,748.642119599864,386.930908240573,2.32610285312303,0.360993057101223,38.205413478208,6.36755211946281e-10,4.86970340099103e-08,5.01448956377601,7.31249748955243
"WBGene00001757",45.9164294221764,36.139329007373,31.3975558894999,101.757251041951,102.619059890529,98.110124292308,69.3232915906396,1.40750756118987,0.335369156358149,17.4585460164951,2.93641238462844e-05,0.000571337999784185,2.65278464483352,3.24310688998153
"WBGene00001762",1.83665717688706,0,2.3257448807037,101.757251041951,73.0351867689348,123.742499107416,50.4495564959821,6.14409255710108,0.836074331217311,85.05093151434,2.90777748239314e-20,1.09167218708301e-17,70.722264117564,16.9619077542267
"WBGene00001770",77.1396014292564,74.5373660777069,50.0035149351295,227.40533493723,318.951132092184,380.066247258491,188.017199455,2.19642939281813,0.341437881357894,38.953933787458,4.33925014368133e-10,3.46546504358242e-08,4.58343556795289,7.46023847755728
"WBGene00001772",90.9145302559093,58.7264096369812,74.4238361825183,240.678019855746,954.079908171402,922.76549334387,390.264699574404,3.23879353369755,0.507988677138139,34.7751534263567,3.70066359543889e-09,2.41625541237371e-07,9.44004367087046,6.61685716014957
"WBGene00001781",19.2849003573141,31.6219128814514,16.2802141649259,75.2118812049205,45.3003057174406,91.0391243433129,46.4563897782276,1.65795359331519,0.47564226270425,11.8677129094108,0.000571155095517658,0.00576353758268552,3.15568585389471,2.23931087056174
"WBGene00001786",50.5080723643941,35.0099749758926,29.0718110087962,260.144624402901,586.130486221578,620.480245524327,263.557535749648,3.67149505087893,0.432013560576938,61.5798372299404,4.25150018086418e-15,7.06246326789238e-13,12.7417810849199,12.1510437979468
"WBGene00001787",191.930674984697,144.557316029492,159.313524328203,452.156132890757,588.903974326728,688.538620033405,370.900040432214,1.80089822869957,0.284831766884163,38.0763235818118,6.8030661521294e-10,5.17879492013943e-08,3.48437096369557,7.285771286668
