"","Category","RGS","AC","PValue"
"38","Metabolism: insulin",3,39,0.571295173914515
"28","Metabolism: 1CC: folate",1,11,0.581548480520355
"104","Signaling: calcium: EF hand",1,11,0.581548480520355
"24","Extracellular material: secreted protein",4,54,0.585858841989554
"91","Proteolysis proteasome: 19S",2,26,0.59287906564868
"164","Transmembrane protein: seven transmembrane receptor: srb",1,12,0.610845663758912
"49","Metabolism: lipid: unassigned",2,27,0.612207744376561
"2","Chaperone: cyclophilin",2,28,0.630824657183612
"55","Metabolism: mitochondria: unassigned",5,72,0.633446101718008
"54","Metabolism: mitochondria: transporter",1,13,0.638090846809138
"114","Signaling: lipid: phospholipase B",1,13,0.638090846809138
"47","Metabolism: lipid: sphingolipid",3,44,0.648203777955643
"155","Transcription factor: NHR",18,259,0.661892430391946
"3","Cilia: IFT-B",1,14,0.663427810061521
"51","Metabolism: mitochondria: complex III",1,14,0.663427810061521
"98","Proteolysis proteasome: ubiquitin peptidase",2,31,0.682467680243285
"60","mRNA functions: binding: KH",1,15,0.686990255483653
"64","Neuronal function: development",1,15,0.686990255483653
"142","Stress response: pathogen: NLP-like",1,15,0.686990255483653
"160","Transcription: chromatin modification: demethylase",1,15,0.686990255483653
"184","Transmembrane transport: sodium channel",2,32,0.698312795787536
"9","Cytoskeleton: motor protein: kinesin",1,16,0.708902513354382
"80","Proteolysis general: carboxypeptidase",1,16,0.708902513354382
"159","Transcription: chromatin modification: acetyltransferase",1,16,0.708902513354382
"157","Transcription factor: unassigned",2,33,0.713494857713399
"13","Development: general",5,81,0.72746328215362
"124","Signaling: small GTPase: Rab",2,34,0.728029060810397
"16","DNA: nuclease",1,17,0.729280199419832
"92","Proteolysis proteasome: E2",1,17,0.729280199419832
"127","Signaling: TGF beta",1,17,0.729280199419832
"123","Signaling: small GTPase: ARF",1,18,0.748230825950628
"133","Stress response: detoxification: GST",3,52,0.749728018109499
"158","Transcription factor: ZF",3,53,0.760596881922751
"53","Metabolism: mitochondria: translocase",1,19,0.76585436993537
"67","Neuronal function: synaptic function: neurotransmitter receptor",2,37,0.767911954795128
"190","Unassigned: Glycosyltransferase family A ",3,56,0.790913313708734
"108","Signaling: hedgehog-like",5,89,0.795238048343303
"148","Trafficking: ER/Golgi: Golgi unassigned",1,21,0.797485574777895
"150","Trafficking: vesicle targeting/fusion: SNARE",1,21,0.797485574777895
"156","Transcription factor: T box",1,21,0.797485574777895
"183","Transmembrane transport: potassium channel",7,121,0.799365283334254
"112","Signaling: heteromeric G protein: unassigned",1,22,0.811660085546956
"93","Proteolysis proteasome: E3: F box",28,437,0.81881749286427
"50","Metabolism: mitochondria: citric acid cycle",1,23,0.824842095191881
"62","mRNA functions: processing: polyadenylation",1,23,0.824842095191881
"11","Cytoskeleton: unassigned",4,77,0.826873975131883
"193","Unassigned: meprin-associated Traf homology domain",1,24,0.837101126099493
"63","Muscle function",3,62,0.841963095366457
"1","Cell cycle: unassigned",1,26,0.859104323801455
"21","Extracellular material: galectin",1,26,0.859104323801455
"109","Signaling: heteromeric G protein: arrestin",1,26,0.859104323801455
"19","Extracellular material: chondroitin sulfotransferase",1,27,0.868964518547854
"95","Proteolysis proteasome: E3: RING finger",3,68,0.881830602101232
"188","Transmembrane transport: unassigned",2,51,0.89342672002261
"85","Proteolysis general: inhibitor: serine",1,30,0.894593245380339
"129","Signaling: WNT",1,30,0.894593245380339
"136","Stress response: heat",1,30,0.894593245380339
"72","Nucleic acid: binding: unassigned",4,93,0.914383639601638
"61","mRNA functions: processing: nuclease",1,35,0.926657843667667
"163","Transmembrane protein: ER",1,35,0.926657843667667
"25","Globin",1,36,0.931789124781924
"126","Signaling: small GTPase: unassigned",1,36,0.931789124781924
"152","Transcription factor: bHLH",1,36,0.931789124781924
"110","Signaling: heteromeric G protein: guanylyl cyclase",1,37,0.936561261775577
"189","Unassigned",280,4113,0.943224180398311
"165","Transmembrane protein: seven transmembrane receptor: srg",2,62,0.944034311208865
"68","Non-coding RNA: linc",8,174,0.944332686279852
"125","Signaling: small GTPase: Ras",1,39,0.945126929102598
"161","Transcription: chromatin structure: histone",3,85,0.950547317643031
"168","Transmembrane protein: seven transmembrane receptor: unassigned",6,155,0.972130912479128
"97","Proteolysis proteasome: E3: unassigned",1,49,0.973426980675162
"111","Signaling: heteromeric G protein: receptor",1,54,0.981506549268577
"176","Transmembrane transport: extracellular ligand gated channel",1,59,0.987128796672884
"101","Ribosome: EIF",1,60,0.988028673189765
"56","Metabolism: nucleotide",3,111,0.988182500186686
"154","Transcription factor: homeodomain",2,97,0.993562649266362
"17","DNA: replication",1,69,0.993764174566007
"194","Unassigned: prion domain",1,69,0.993764174566007
"73","Nucleic acid: binding: zinc finger",3,136,0.997237433736785
"65","Neuronal function: synaptic function: neuropeptide",3,139,0.997688486766918
"15","Development: somatic",2,122,0.998711808309212
"102","Ribosome: subunit",1,92,0.998821330429023
"20","Extracellular material: collagen",4,184,0.999299349324552
"167","Transmembrane protein: seven transmembrane receptor: srx",1,101,0.999385642120379
"166","Transmembrane protein: seven transmembrane receptor: srh",1,219,0.999999878223963
"71","Non-coding RNA: snoRNA",1,344,0.999999999984949
"69","Non-coding RNA: ncRNA",13,7850,1
